Id2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,hh_total,hh_avg_inc
3.6085E+11,122,10,23,42,40,18,28,23,23,7,45,16,90,18,21,9,535,38616
3.6085E+11,9,17,35,0,10,0,20,0,51,38,68,19,14,44,0,23,348,54375
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,12,0,48,10,14,19,32,0,0,56,115,111,242,50,72,57,838,102622
3.6085E+11,47,17,58,46,108,70,41,54,44,25,134,116,43,146,78,56,1083,60926
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,0,0,34,0,108,16,124,0,0,26,28,80,114,126,33,35,724,91875
3.6085E+11,123,147,0,49,0,0,60,0,0,16,45,116,63,22,37,9,687,38028
3.6085E+11,0,30,0,0,29,57,0,18,0,0,15,179,40,0,75,26,469,95523
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,54,31,14,6,17,0,5,0,20,6,10,70,41,17,11,0,302,59167
3.6085E+11,253,99,74,30,63,26,39,51,37,80,70,18,40,61,36,9,986,28194
